Prov Number,Clinic,Division,District,Specialty,Region,Prenatal Care,Postpartum Care,Imm: Child Combo 2,Antidep Med: Contacts,Antidep Med: 84 Days,Antidep Med: 180 Days,Mental Hosp FU: 7 Day,Total PMPM,PCP consult ratio n M'car,PCP consult ratio M'care,% Female-non medicare,% Female-medicare,Avg Age-non medicare,Avg Age-medicare,Panel size-non medicare,Panel size-medicare,ER Visits/1000 non M'care,ER Visits/1000 M'care,% panel vst seen by PCP,% PCP schedule for panel,URI: Appropriate Tx,Pharyngitis: Testing,AOD: Initiation of Tx,Util: 1st Line antib use,ER Visit/1000 non-m'care,PCI ratio non-m'care,MRI/1000 enr-m'care,MRI/1000 enr-NON m'care,CT/1000enr-m'care,CT/1000enr-non m'care,Lab/1000 enr-m'care,Lab/1000 enr-NON m'care,% Generic Rx,CAD: Chol Mgt-LDL Screen,Well-Child Visit 15MO: 6+,Well-Child 3-6 YO,Well-Care Adolescent,Asthma Appropriate Meds,Screen: Chlamydia,Panel - % Medicare,PCP consult ratio,CT-MRI/1000enr-m'care,CT-MRI/1000enr-non m'care,CT-MRI/1000enr-m'care&non,AOD: Engagement of Tx,CAD: Beta Blocker Persist,Total panel size,Panel Inx:agg Pat inx #2,Controlling HBP,Panel Inx:agg Pat inx #1,Child Access 7-11YO,DM: HbA1c Test,DM: Retinal Exam,DM: LDL Screen (Annual),DM: LDL<100 (Annual),DM: LDL<130,DM: Nephropathy,Pri Care Qlty Incent Idx,Screen: Breast CA (40-69),Screen: Cervical CA,Listen carefully to you?,Explain understandably?,Spend enough time w/ you?,Respect what you said?,Your best interests 1st?,Info to diagnose/treat,Knowledge of medical hx,Helpful-clinical staff,Courtesy/Respect-clinical,Helpful-office staff,In exam room w/in 15 min,Wait time explanation,Clinician rating (0-10),Help/advice you needed,Urgent care when wanted,Appt for care when wanted,Get PCP you're happy with,Ease of seeing specialist,Get care believed nec,Overall Health Care,Courtesy/Respect-office
170,OLY,GPD,OLY,DERMATOLOGY,SO, , , , , , , , , , ,1, ,36, ,1, , , , , , , , ,0.9892473118, , , , , , , , ,0.6667862267, , , , , , ,0, , , , , , ,1, , , , , , , , , , , , , ,0.7857142857,0.7857142857,0.7738095238,0.8333333333,0.843373494,0.7530864198,0.7261904762,0.75,0.8452380952,0.6904761905,0.8170731707,0.6428571429,0.7619047619,0.4861111111,0.5217391304,0.3150684932,0.7435897436,0.6052631579,0.6710526316,0.6052631579,0.7976190476
172,NGO,GPD,-,OPTOMETRY,CENT, , , , , , , , , , , , , , , , , , , , , , , ,0.8775510204, , , , , , , , ,0.4494720965, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.8909090909,0.9090909091,0.8727272727,0.9444444444,0.9090909091,0.8113207547,0.7454545455,0.7636363636,0.8727272727,0.7407407407,0.9622641509,0.7857142857,0.8518518519,0.6666666667,0.6511627907,0.5208333333,0.8235294118,0.8444444444,0.9166666667,0.75,0.8545454545
173,BVU,GPD,KNG,UROLOGY,EAST, , , , , , , , , , , , , , , , , , , , , , , ,0.3936170213, , , , , , , , ,0.6066818527, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.7910447761,0.8059701493,0.7462686567,0.8208955224,0.7910447761,0.7727272727,0.7878787879,0.7575757576,0.8769230769,0.7878787879,0.9365079365,0.9375,0.7846153846,0.5517241379,0.5636363636,0.3166666667,0.8571428571,0.8387096774,0.8524590164,0.7741935484,0.8484848485
178,CSC,GPD,SEA,"PSYCHIATRY, ADULT",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.2580645161, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
179,OLY,GPD,OLY,FAMILY MEDICINE,SO, , , , , , , , , , , , , , , , , , , ,0, , , ,0.7920792079, , , , , , , , ,0.7623430962, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.7777777778,0.7777777778,0.7547169811,0.7777777778,0.7407407407,0.7358490566,0.641509434,0.7777777778,0.8888888889,0.7407407407,0.9423076923,0.8571428571,0.7735849057,0.5283018868,0.5769230769,0.3962264151,0.7884615385,0.8,0.8823529412,0.7169811321,0.8148148148
180,FED,GPD,TAC,OPHTHALMOLOGY,SO, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.7336244541, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.7142857143,0.7142857143,0.7142857143,0.7142857143,0.8571428571,0.7142857143,0.4285714286,0.8571428571,0.8571428571,1,0.8571428571,0.5,0.7142857143,0.8571428571,0.7142857143,0.4285714286,0.7142857143,1,1,0.8571428571,0.8571428571
184,ESC,GPD,KNG,OBSTETRICS/GYNECOLOGY,EAST, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.7611940299, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
190,TMD,GPD,TAC,FAMILY MEDICINE,SO, , , , , , , , , , ,1, ,31.5, ,1, , , , , , , , ,0.3333333333, , , , , , , , ,1, , , , , , ,0, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
193,SVM,HPD,NWD,"INTERNAL MEDICINE, GENERAL",NTWK,0,0, ,0,1,1, ,518.9525176,1.436708861,1.359346643,0.376531749,0.446969697,48.5555143,78.39277389,224.4166667,143,0.1782848993,0.3424418198,0, ,1,1, ,0.618556701,0.168618267,1.4743,0.1125650767,0.0357414109,0.1805555556,0.0400765908,0.2140309156,0.2211445199,0.7755754476,0.75, ,0,0.2222222222, ,0.25,0.3892039011,1.387543253,0.2932960894,0.075367973,0.1605791737, ,1,367.4166667,0.4576271186,0,0.6683168317,1,0.6956521739,0.4782608696,0.7826086957,0,0,0.8695652174,0.4908424908,0.7111111111,0.6097560976,0.6857142857,0.6428571429,0.5571428571,0.7,0.7246376812,0.6142857143,0.7647058824,0.7571428571,0.8529411765,0.7714285714,0.9090909091,0.8709677419,0.6714285714,0.5538461538,0.609375,0.4545454545,0.8955223881,0.84375,0.859375,0.6865671642,0.8823529412
196,CSC,GPD,SEA,OPHTHALMOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , ,0.52, , , , , , , , ,0.5221489161, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.8,0.8,0.6727272727,0.7735849057,0.7307692308,0.8148148148,0.8181818182,0.7818181818,0.8363636364,0.7818181818,0.9615384615,0.75,0.8148148148,0.6734693878,0.6666666667,0.4693877551,0.8461538462,0.82,0.84,0.7647058824,0.8
198,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.625, , , , , , , , ,0.8253094911, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
209,CSC,GPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , ,0, , , ,0.5652173913, , , , , , , , ,0.8576131687, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
213,CSC,GPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , ,0, , , ,0.8263473054, , , , , , , , ,0.8056426332, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0.8333333333,0.9166666667,1,0.9166666667,0.8333333333,0.75,0.8333333333,0.9166666667,0.8333333333,0.7272727273,0.25,0.6666666667,0.3636363636,0.6363636364,0.6666666667,0.6666666667,0.7272727273,0.8888888889,0.5,0.8333333333
214,OLY,GPD,OLY,"PSYCHIATRY, ADULT",SO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
249,VAC,HPD,CWA,FAMILY MEDICINE,NTWK, , , , , , , , , , , , , , , , , , , , , , , ,0.5555555556, , , , , , , , ,0.796875, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
253,ESC,GPD,KNG,BEHAVIORAL SCIENCES--OTHER,EAST, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
289,BVU,GPD,KNG,GASTROENTEROLOGY,EAST, , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , ,0.5536512668, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.9,0.85,0.825,0.85,0.875,0.8421052632,0.7948717949,0.85,0.925,0.775,0.85,0.8333333333,0.875,0.5128205128,0.5833333333,0.3055555556,0.8461538462,0.8157894737,0.8857142857,0.7692307692,0.825
290,RVM,GPD,SEA,FAMILY MEDICINE,CENT, , , , , , , ,448,0, ,1, ,33.5, ,1, , , , ,0, , , ,0.8410041841, ,0, , , , , ,0,0.7738636364, , , , , , ,0,0, , , , , ,1, , , , , , , , , , , , , ,0.7916666667,0.8333333333,0.75,0.875,0.7916666667,0.5833333333,0.5833333333,0.75,0.7916666667,0.75,1,0.6666666667,0.75,0.5,0.4782608696,0.3043478261,0.7083333333,0.8095238095,0.9,0.5833333333,0.7083333333
293,OLY,GPD,OLY,URGENT CARE,SO, , , , , , , , , , , , , , , , , , , , , , , ,0.2, , , , , , , , ,0.5714285714, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
294,FAC,GPD,KNG,PEDIATRICS,EAST, , , , , , , , , , , , , , , , , , , ,0, , , ,1, , , , , , , , ,0.5956057007, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
295,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , ,0, , , ,0.9090909091, , , , , , , , ,0.7664504171, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6666666667,0.8333333333,0.8333333333,0.6666666667,0.8333333333,0.6666666667,0.6666666667,0.8333333333,1,0.6666666667,0.6666666667,0.5,0.6666666667,0.6666666667,0.6666666667,0.5,0.5,0.6666666667,0.8,0.6666666667,0.8333333333
298,MEP,HPD,GHO,PEDIATRICS,GHO, , , , , , , , ,3.8, , , , , , , , , , , , , , ,1, ,3.453870626, , , , , ,0,0.5, , , , , , , ,3.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
299,SEC,HPD,NWD,PEDIATRICS,NTWK,0,0,0, , , , ,168.3707739,5.876923077, ,0.4591439689, ,10.44660614, ,192.75, ,0.0857714667, ,0, ,1,1,1,0.6404494382,0.0731863556,6.147548067, ,0.0134529148, ,0.0348258706, ,0.0336538462,0.6074074074, ,0,0.6875,0.3095238095,1,0.6,0,5.876923077, ,0.0482322867,0.0482322867,0, ,192.75,0.580952381, ,0.5980392157,0.9444444444, , , , , , ,0.4117647059, , ,0.8823529412,0.8823529412,0.8823529412,0.8823529412,0.9411764706,0.8823529412,0.9411764706,0.8823529412,0.9411764706,0.7058823529,0.8235294118,0.6666666667,0.8235294118,0.7058823529,0.8235294118,0.5625,0.9411764706,0.8461538462,1,0.7647058824,0.8235294118
300,CSC,GPD,SEA,"SURGERY, PLASTIC",CENT, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
315,OLY,GPD,OLY,FAMILY MEDICINE,SO,0.8571428571,0.7857142857,1,0.1538461538,0.6538461538,0.4615384615,1,332.808239,2.434782609,1.538461539,0.7179253867,0.6747720365,40.25295723,73.7781155,1099,164.5,0.025477707,0.0486322188,0.5133333333,0.2020997375,1,1,0.2,0.625498008,0.0436760692,2.434771582,0.0137931034,0.0118289354,0.0108695652,0.0054595086,0.4758064516,0.0613718412,0.7617801047,0.8947368421,0,0.4,0.3850931677,0.9545454545,0.4925373134,0.1301939058,2.200803213,0.0243161094,0.017288444,0.0182034032,0,1,1263.5,0.6831411312,0.6213017751,0.7056105611,0.7777777778,0.8518518519,0.6481481481,0.787037037,0.4259259259,0.6018518519,0.9074074074,0.6909821941,0.7164556962,0.8112745098,0.8666666667,0.8666666667,0.8666666667,0.8666666667,0.9333333333,0.6,0.6,1,1,0.8666666667,0.8666666667,1,0.7142857143,0.6153846154,0.5833333333,0.6923076923,0.6428571429,0.7857142857,0.8461538462,0.5,0.8666666667
340,OLY,GPD,OLY,CONSULTATIVE INTERNAL MEDICINE,SO, , , , , , , , , , ,0, ,27, ,1, , , , , , , , ,0.3857142857, , , , , , , , ,0.6879235983, , , , , , ,0, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
374,ESC,GPD,KNG,FAMILY MEDICINE,EAST, , , , , , , , , , , , , , , , , , , ,0, , , ,1, , , , , , , , ,0.75, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6666666667,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.25,0.25,0.75,0.3333333333,1,0.6666666667,0.3333333333,0.25,0.25,0.75,1,1,0.5,0.75
380,EWC,GPD,KNG,OPTOMETRY,EAST, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
385,FHC,GPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
403,CSC,GPD,SEA,OBSTETRICS/GYNECOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
406,ESC,GPD,KNG,ENDOCRINOLOGY,EAST, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
413,NON,HPD,-,GASTROENTEROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , ,0.25, , , , , , , , ,0.7870036101, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.75,0.6666666667,0.6666666667,0.6666666667,0.6363636364,0.5454545455,0.5454545455,0.5,0.5833333333,0.5833333333,0.9166666667,1,0.6666666667,0.4,0.7,0.1818181818,0.6363636364,0.6,0.7272727273,0.8181818182,0.6666666667
418,FHC,GPD,SEA,FAMILY MEDICINE,CENT, , , , , , , ,107.54, , ,1, ,33, ,1, , , , , , , , , , , , , , , , ,0,0.5, , , , , , ,0, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
419,NGT,GPD,SEA,FAMILY MEDICINE,CENT,1,0, ,0.1,0.45,0.4,0.6666666667,459.7981984,1.970707071,1.398804441,0.2235205993,0.4610191288,46.22614232,77.33322617,1112.5,518.4166667,0.1348314607,0.3549245785,0.5836879433,0.7918537524,1,1,0.1818181818,0.7114845938,0.1461215915,1.923572085,0.0983758343,0.0521348315,0.3067011304,0.0746067416,0.1532108197,0.2210900474,0.7581483873,0.962962963, ,0.3333333333,0.2686567164,1,0.2857142857,0.3178682745,1.660805183,0.4050769646,0.126741573,0.2152159517,0.0909090909,1,1630.916667,0.6437389771,0.6040268456,0.6644144144,0.75,0.8842105263,0.6210526316,0.7894736842,0.5157894737,0.6947368421,0.9263157895,0.6535129933,0.6553398058,0.6774193548,0.8545454545,0.8363636364,0.7090909091,0.9074074074,0.8148148148,0.6603773585,0.7735849057,0.7636363636,0.9090909091,0.6909090909,0.8653846154,0.6666666667,0.7222222222,0.5102040816,0.5217391304,0.42,0.8269230769,0.8367346939,0.914893617,0.7551020408,0.8
420,CSC,GPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6838235294, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
425,FAC,GPD,KNG,FAMILY MEDICINE,EAST,1,0.6, ,0,0.8,0.8, ,449.208404,1.979299363,1.175824176,0.3112292774,0.4541809851,43.79605881,76.84994273,799.25,291,0.1226149515,0.4501718213,0.5931558935,0.6318987342, ,1,0.5,0.7023411371,0.1157226499,1.975355996,0.0721649485,0.0400375352,0.3092783505,0.0888332812,0.1690140845,0.266189759,0.7584864339,0.9444444444, ,1,0.3888888889,0.875,0.2727272727,0.2669112589,1.547935103,0.381443299,0.1288708164,0.1962852557,0, ,1090.25,0.7159940209,0.6637168142,0.7330677291,1,0.8863636364,0.6818181818,0.8863636364,0.6363636364,0.7954545455,0.9318181818,0.7170111288,0.7080291971,0.8037383178,0.7804878049,0.7142857143,0.6666666667,0.7380952381,0.7142857143,0.675,0.7804878049,0.7619047619,0.825,0.8,1,0.9090909091,0.9047619048,0.7,0.7222222222,0.5853658537,0.825,0.7631578947,0.8461538462,0.7073170732,0.8
431,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.8193548387, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
440,ESC,GPD,KNG,OBSTETRICS/GYNECOLOGY,EAST, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.2666666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
442,OLY,GPD,OLY,FAMILY MEDICINE,SO, , , , , , , , , , , , , , , , , , , ,0, , , ,1, , , , , , , , ,0.6454545455, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
445,TSC,GPD,TAC,PEDIATRICS,SO, , , , , , , , , , ,0.5, ,23.25, ,2, , , , ,0, , , ,0.8, , , , , , , , ,0.6585365854, , , , , , ,0, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
449,FHC,GPD,SEA,FAMILY MEDICINE,CENT,1,0.6,1,0.3,1,0.8,1,586.5355029,1.479277365,1.387681159,0.334492937,0.4342967245,46.32500527,74.83853565,790.5,216.25,0.1353573688,0.587283237,0.6023952096,0.8022328549,1, ,0,0.7711864407,0.13680757,1.44946352,0.073858653,0.0404505176,0.4300578035,0.1163820367,0.2083809524,0.1482326112,0.7469440832,0.8333333333, ,1,0.3414634146,0.8888888889,0.3333333333,0.2148000993,1.445411922,0.5040462428,0.1568627451,0.2314377949,0,1,1006.75,0.7319698601,0.5352112676,0.7758865248,0.5,0.9295774648,0.6478873239,0.9014084507,0.676056338,0.8450704225,0.985915493,0.731170336,0.7021276596,0.847133758,0.9090909091,0.8928571429,0.7142857143,0.8928571429,0.8148148148,0.7222222222,0.8571428571,0.9107142857,0.9642857143,0.8571428571,0.9807692308,0.9166666667,0.8,0.5961538462,0.6875,0.462962963,0.8333333333,0.7551020408,0.8269230769,0.7454545455,0.8727272727
452,TAC,GPD,TAC,FAMILY MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6571428571, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
453,NON,HPD,-,FAMILY MEDICINE,-,1,0.5, ,0.2,0.5333333333,0.4,0.6666666667,457.4272779,2.33880597,1.261054422,0.2715576907,0.3970160116,45.74407622,76.8389738,1023.416667,458,0.1172539133,0.4126637555,0.5624427481,0.8064798599,1,1,0.25,0.7409836066,0.1312126222,2.575434652,0.1067328846,0.0439702175,0.3013100437,0.0488557972,0.1522853958,0.3117590516,0.7323332598,0.9655172414, ,0,0.1929824561,0.8,0.375,0.3091635259,1.652221018,0.4082969432,0.0928260147,0.1903578999,0.0833333333,1,1481.416667,0.6625514403,0.6818181818,0.674291939,0,0.8632478632,0.5811965812,0.8376068376,0.5384615385,0.735042735,0.8888888889,0.6720430108,0.6042780749,0.6835443038,0.9302325581,0.8372093023,0.7906976744,0.9302325581,0.8837209302,0.6046511628,0.8139534884,0.7380952381,0.880952381,0.7857142857,0.8918918919,0.8095238095,0.9069767442,0.619047619,0.6944444444,0.5365853659,0.9047619048,0.8974358974,0.972972973,0.8571428571,0.8333333333
454,NON,HPD,-,ALLERGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
455,MPE,GPD,SEA,PEDIATRICS,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
456,NON,HPD,-,OPTOMETRY,-, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.4353741497, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.9090909091,0.9545454545,0.8571428571,0.8636363636,0.9545454545,0.9523809524,0.9047619048,0.7727272727,0.9545454545,0.7272727273,1,1,0.9545454545,0.45,0.6315789474,0.2,0.95,0.9,0.8235294118,0.55,0.9090909091
457,CSC,GPD,SEA,ANESTHESIOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
458,EEM,GPD,KNG,EMERGENCY MEDICINE,EAST, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
459,OLY,GPD,OLY,OPTOMETRY,SO, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.5454545455, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.9090909091,0.9318181818,0.8863636364,0.9318181818,0.9090909091,0.9069767442,0.7380952381,0.8837209302,0.9302325581,0.8636363636,0.9534883721,0.7142857143,0.8863636364,0.6976744186,0.7297297297,0.425,0.8409090909,0.8409090909,0.8837209302,0.6511627907,0.9318181818
460,DOW,GPD,SEA,CONSULTATIVE INTERNAL MEDICINE,CENT, , , , , , ,1,1287.738889,2, ,1, ,37.22222222, ,1.8, ,1, , , , , ,0, ,1.71,2, , , , , ,0.1666666667, , , , , , , ,0,2, , , ,0, ,1.8,0.3333333333, ,0.3333333333, , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , 
465,EPC,GPD,KNG,PEDIATRICS,EAST, , , , , , , , ,2, ,0.5, ,17.16666667, ,1.5, , , ,0, , , , , , ,2.005847953, , , , , ,0, , , , , , , ,0,2, , , , , ,1.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
467,BVU,GPD,KNG,"SURGERY, GENERAL",EAST, , , , , , , , , , , , , , , , , , , , , , , ,0.75, , , , , , , , ,0.914893617, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6923076923,0.641025641,0.5641025641,0.7692307692,0.7105263158,0.7105263158,0.6944444444,0.7631578947,0.8684210526,0.8461538462,0.9736842105,0.7777777778,0.7368421053,0.5555555556,0.5882352941,0.4166666667,0.8648648649,0.8333333333,0.8888888889,0.6666666667,0.8974358974
469,CSC,GPD,SEA,OBSTETRICS/GYNECOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6753246753, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,0.5,0.5,1,1, ,0,0.5,0.5,0.5,0.5,1,0.5,0,1
472,BRN,GPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
474,BVU,GPD,KNG,OPTOMETRY,EAST, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.8292682927, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.7173913043,0.8043478261,0.8043478261,0.8695652174,0.847826087,0.8222222222,0.7111111111,0.7391304348,0.847826087,0.8,0.9565217391,0.7142857143,0.7391304348,0.512195122,0.6216216216,0.5128205128,0.8372093023,0.7692307692,0.8684210526,0.6904761905,0.8666666667
475,CWM,HPD,CWA,DERMATOLOGY,NTWK, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
478,FHC,GPD,SEA,FAMILY MEDICINE,CENT,1,0, ,0.0625,0.875,0.625,1,540.5306219,1.901587302,1.383795309,0.3145958987,0.4682612695,48.14294331,77.16467341,690.8333333,362.3333333,0.1085650594,0.4360665691,0.5377286585,0.8667076167,1,1,0.2,0.8230088496,0.1076647367,1.876748366,0.0912989348,0.0426961175,0.2704716695,0.0622439674,0.1368346679,0.2514005602,0.7063833524,0.8571428571, ,1,0.2941176471,0.8333333333,0.4166666667,0.3440417788,1.591836735,0.3615488643,0.1056699912,0.193700922,0.2,1,1053.166667,0.71334214,0.396039604,0.7675585284,1,0.9464285714,0.8214285714,0.9107142857,0.7142857143,0.875,0.9464285714,0.7092696629,0.6948051948,0.8412698413,0.8333333333,0.7666666667,0.5666666667,0.8305084746,0.8333333333,0.7068965517,0.9,0.8166666667,0.9482758621,0.813559322,0.8363636364,0.9,0.8771929825,0.5740740741,0.6226415094,0.4642857143,0.9298245614,0.9074074074,0.8888888889,0.7413793103,0.8305084746
479,ROC,GPD,SEA,EMERGENCY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , ,0.6780626781, , , , , , , , ,0.8702702703, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
484,EVM,GPD,SNOH,OPTOMETRY,EAST, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.29218107, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.9166666667,0.8666666667,0.9166666667,0.8833333333,0.8644067797,0.8333333333,0.8620689655,0.813559322,0.8474576271,0.8103448276,0.9649122807,0.7692307692,0.9166666667,0.6727272727,0.5957446809,0.4545454545,0.8474576271,0.9433962264,0.9454545455,0.8245614035,0.8275862069
485,VNO,HPD,GHO,OBSTETRICS/GYNECOLOGY,GHO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
486,CEB,GPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
488,LYN,GPD,KNG,FAMILY MEDICINE,EAST, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.625, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
493,TGB,GPD,TAC,OPTOMETRY,SO, , , , , , , , , , , , , , , , , , , , , , , ,0.7631578947, , , , , , , , ,0.3109987358, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.9393939394,0.9242424242,0.9090909091,0.9384615385,0.90625,0.8923076923,0.8225806452,0.890625,0.953125,0.9076923077,0.935483871,0.7333333333,0.9242424242,0.7213114754,0.6666666667,0.5245901639,0.84375,0.90625,0.8888888889,0.8,0.9090909091
